,username,no_review,review_list,no_product,product_dict,mean_rating
737,haziqahhusna189,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},4.0
738,haziqanaqi556,1,[nan],1,{'50048ea8-74e6-4d3f-ac5b-375a53363048': 1},5.0
739,hdayah.a,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
740,healthandcareshop_sg,1,['It’s works well. Worth to buy. Thanks seller!'],1,{'095d94aa-2759-469f-bded-6a824867d5e0': 1},5.0
741,heidihng123,2,"[nan, nan]",1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 2},5.0
742,helen5566shop,1,[nan],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
743,helloworld157,1,"[""Value For Money: worth worth alot\nPerformance: peak\nBest Feature(s): comfy and nice base\nI love it alot\nit's comfortable and nice""]",1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
744,hennykins,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
745,hensleyzhang,1,[nan],1,{'095d94aa-2759-469f-bded-6a824867d5e0': 1},5.0
746,heroamani,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
747,heryanzaron,1,[nan],1,{'e7f7d678-ca55-4744-ae4d-eda7192276fc': 1},5.0
748,heyrasyy,1,"[""Haven't tried it yet, bought sme ii with kwn, used to have a cousin as I bought it for myself heheh""]",1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
749,heysleeee,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
750,heyyonanaaa,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
751,hhabibah,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
752,hhshhshh,1,"['good packaging, will sound leak quite a lot though, only suitable for soft music']",1,{'50048ea8-74e6-4d3f-ac5b-375a53363048': 1},4.0
753,hidjjfj,1,['decent quality for the price paid. delivery was really quick too'],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
754,hihello093,1,[nan],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
755,hilayusof,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},3.0
756,himasyi16,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
757,his_devil,1,"[""Best Feature(s): it's better using it for music. Asmr, random shows and k-drama are just decent but still great cz i scroll through youtube and i forgot i had the headphones on so it is really comfortable and the sounds feels the same as any earpiece but THE NOISE CANCELATION IS THE BEST ISTG😭😭 i've been looking for the noise cancelation type cz my area are so damn noisy..\nPerformance: AMAZING😭😭💗💗 especially if you're into heavy metal, 85% volume is the best.\nValue For Money: ITS WORTH IT 💗💗\nthe headphones is cute and it's bass boosted is just nice. i actually could've gotten this product early but bcz i put the wrong house unit it had to extend for 2 days BUT thx to the seller for helping me out with this issue a lot😭💗💗 really worth the wait💗💗 love ya'll😭😭 may your business go smoothly, amin💗💗""]",1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
758,hjgohs,1,[nan],1,{'b4d5273a-b83c-430d-be43-083a2b2a0e33': 1},5.0
759,hkchee,1,['well received in good condition with prompt delivery............'],1,{'e7f7d678-ca55-4744-ae4d-eda7192276fc': 1},5.0
760,hmhmhm0222,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
761,hnissnabilah,1,[nan],1,{'06c08160-b2f3-46a9-b4eb-a5b5ac1cad10': 1},5.0
